"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H1286","002","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","003","Local CCP","HMO/HMOPOS","No","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus Essential (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","004","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","008","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1286","804","Local CCP","HMO/HMOPOS","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","MedicareComplete Retiree Plan (HMO-POS)","UnitedHealth Group, Inc.",1/1/2007 0:00:00
"H1302","001","Local CCP","Local PPO","Yes","No","No","BLUE CROSS OF IDAHO HLTH SERVICES INC","Blue Cross of Idaho","Secure Blue (PPO)","Blue Cross of Idaho Health Services, Inc.",7/1/2005 0:00:00
"H1302","004","Local CCP","Local PPO","No","No","No","BLUE CROSS OF IDAHO HLTH SERVICES INC","Blue Cross of Idaho","Secure Blue (PPO)","Blue Cross of Idaho Health Services, Inc.",7/1/2005 0:00:00
"H1303","001","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",9/1/2005 0:00:00
"H1303","004","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","Evercare Plan DP (PPO)","UnitedHealth Group, Inc.",9/1/2005 0:00:00
"H1303","006","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","Evercare Plan MP (PPO)","UnitedHealth Group, Inc.",9/1/2005 0:00:00
"H1303","801","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",9/1/2005 0:00:00
"H1303","803","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",9/1/2005 0:00:00
"H1304","001","Local CCP","Local PPO","No","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage (PPO)","The Regence Group",7/1/2005 0:00:00
"H1304","002","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Classic (PPO)","The Regence Group",7/1/2005 0:00:00
"H1304","004","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Enhanced (PPO)","The Regence Group",7/1/2005 0:00:00
"H1310","001","National PACE","National PACE","Yes","No","No","COMPREHENSIVE SENIOR CARE CORPORATION","CentraCare","CentraCare Dual (PACE)","Comprehensive Senior Care Corporation",4/1/2009 0:00:00
"H1310","003","National PACE","National PACE","Yes","No","No","COMPREHENSIVE SENIOR CARE CORPORATION","CentraCare","CentraCare Medicare-only (PACE)","Comprehensive Senior Care Corporation",4/1/2009 0:00:00
"H1317","001",,,"No","No","No",,,,,
"H1317","002",,,"No","No","No",,,,,
"H1317","003",,,"No","No","No",,,,,
"H1317","801",,,"No","No","No",,,,,
"H1317","802",,,"No","No","No",,,,,
"H1317","803",,,"No","No","No",,,,,
"H1340","002",,,"No","No","No",,,,,
"H1340","014",,,"No","No","No",,,,,
"H1340","020",,,"No","No","No",,,,,
"H1340","024",,,"No","No","No",,,,,
"H1340","025",,,"No","No","No",,,,,
"H1340","026",,,"No","No","No",,,,,
"H1340","027",,,"No","No","No",,,,,
"H1340","030",,,"No","No","No",,,,,
"H1340","031",,,"No","No","No",,,,,
"H1340","033",,,"No","No","No",,,,,
"H1340","034",,,"No","No","No",,,,,
"H1340","035",,,"No","No","No",,,,,
"H1340","036",,,"No","No","No",,,,,
"H1340","037",,,"No","No","No",,,,,
"H1340","038",,,"No","No","No",,,,,
"H1340","039",,,"No","No","No",,,,,
"H1340","040",,,"No","No","No",,,,,
"H1340","041",,,"No","No","No",,,,,
"H1340","042",,,"No","No","No",,,,,
"H1340","802",,,"No","No","No",,,,,
"H1340","803",,,"No","No","No",,,,,
"H1340","804",,,"No","No","No",,,,,
"H1350","001","Local CCP","HMO/HMOPOS","Yes","No","No","BLUE CROSS OF IDAHO HEALTH SERVICES, INC","Blue Cross of Idaho","True Blue (HMO)","Blue Cross of Idaho Health Services, Inc.",9/1/1997 0:00:00
"H1350","006","Local CCP","HMO/HMOPOS","No","No","No","BLUE CROSS OF IDAHO HEALTH SERVICES, INC","Blue Cross of Idaho","True Blue (HMO)","Blue Cross of Idaho Health Services, Inc.",9/1/1997 0:00:00
"H1350","009","Local CCP","HMO/HMOPOS","Yes","Yes","No","BLUE CROSS OF IDAHO HEALTH SERVICES, INC","Blue Cross of Idaho","True Blue Special Needs Plan (HMO)","Blue Cross of Idaho Health Services, Inc.",9/1/1997 0:00:00
"H1355","001","Local CCP","Local PPO","Yes","No","No","BRAVO HEALTH INSURANCE COMPANY, INC.","Bravo Health","Bravo Freedom (PPO)","Bravo Health, Inc.",1/1/2009 0:00:00
"H1355","801","Local CCP","Local PPO","Yes","No","Yes","BRAVO HEALTH INSURANCE COMPANY, INC.","Bravo Health","EGWP (CY) (PPO)","Bravo Health, Inc.",1/1/2009 0:00:00
"H1355","802","Local CCP","Local PPO","Yes","No","Yes","BRAVO HEALTH INSURANCE COMPANY, INC.","Bravo Health","EGWP (non-CY) (PPO)","Bravo Health, Inc.",1/1/2009 0:00:00
"H1356","001",,,"No","No","No",,,,,
"H1356","002",,,"No","No","No",,,,,
"H1356","003",,,"No","No","No",,,,,
"H1356","801",,,"No","No","No",,,,,
"H1356","802",,,"No","No","No",,,,,
"H1356","803",,,"No","No","No",,,,,
"H1364","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNISON HEALTH PLAN OF OHIO, INC.","Unison Advantage","Unison Advantage Plus (HMO)","UnitedHealth Group, Inc.",1/1/2008 0:00:00
"H1365","001","Local CCP","Local PPO","Yes","No","No","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select (PPO)","Martin's Point Health Care, Inc.",1/1/2010 0:00:00
"H1365","801","Local CCP","Local PPO","Yes","No","Yes","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select G (PPO)","Martin's Point Health Care, Inc.",1/1/2010 0:00:00
"H1406","013","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-013 (HMO)","Humana Inc.",7/1/1985 0:00:00
"H1406","022","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-022 (HMO)","Humana Inc.",7/1/1985 0:00:00
"H1406","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",7/1/1985 0:00:00
"H1406","802","Local CCP","HMO/HMOPOS","No","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",7/1/1985 0:00:00
"H1406","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored Non-CY (HMO)","Humana Inc.",7/1/1985 0:00:00
"H1415","005","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring TotalCare (HMO)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","013","Local CCP","HMO/HMOPOS","No","No","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring HealthyAdvantage (HMO)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","015","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring OptimaCare (HMO)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","017","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring HealthyLiving (HMO-POS)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","021","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring HealthyAdvantage Preferred (HMO-POS)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","022","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring HealthyAdvantage Primary Plan (HMO-POS)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","023","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring HealthyAdvantage Select (HMO-POS)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","802","Local CCP","HMO/HMOPOS","No","No","Yes","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring Retiree Advantage (HMO)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1415","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTHSPRING OF TENNESSEE, INC.","HealthSpring, Inc.","HealthSpring Retiree Advantage Plus (HMO)","HealthSpring, Inc.",1/1/2005 0:00:00
"H1416","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Access (HMO)","WellCare Health Plans, Inc.",5/1/2005 0:00:00
"H1416","009","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Value (HMO-POS)","WellCare Health Plans, Inc.",5/1/2005 0:00:00
"H1416","018","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Value (HMO-POS)","WellCare Health Plans, Inc.",5/1/2005 0:00:00
"H1416","019","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Rx (HMO-POS)","WellCare Health Plans, Inc.",5/1/2005 0:00:00
"H1416","020","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Rx (HMO-POS)","WellCare Health Plans, Inc.",5/1/2005 0:00:00
"H1417","001","Local CCP","Local PPO","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO10 (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","002","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO10 Rx (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","003","Local CCP","Local PPO","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO30 (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","004","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO30 Rx (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","005","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO10 Rx Plus (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","006","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO30 Rx Plus (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","801","Local CCP","Local PPO","No","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer PPO (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1417","802","Local CCP","Local PPO","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer PPO Rx (PPO)","Health Alliance Medical Plans",5/1/2005 0:00:00
"H1418","002","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-002 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","007","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-007 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","008","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-008 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","009","Local CCP","Local PPO","No","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-009 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","010","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-010 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","011","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-011 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","012","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-012 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","013","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-013 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","014","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-014 (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","801","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","802","Local CCP","Local PPO","No","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1418","803","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored Non-CY (PPO)","Humana Inc.",8/1/2005 0:00:00
"H1419","001","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH,  INC.","Aetna Medicare","Aetna Medicare Value Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H1419","003","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH,  INC.","Aetna Medicare","Aetna Medicare Premier Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H1419","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH,  INC.","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H1419","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH,  INC.","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",7/1/2005 0:00:00
"H1420","001",,,"No","No","No",,,,,
"H1420","003",,,"No","No","No",,,,,
"H1420","801",,,"No","No","No",,,,,
"H1420","802",,,"No","No","No",,,,,
"H1463","001","Local CCP","HMO/HMOPOS","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO20 (HMO)","Health Alliance Medical Plans",10/1/1997 0:00:00
"H1463","003","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO20 Rx (HMO)","Health Alliance Medical Plans",10/1/1997 0:00:00
"H1463","005","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO20 Rx Plus (HMO)","Health Alliance Medical Plans",10/1/1997 0:00:00
"H1463","801","Local CCP","HMO/HMOPOS","No","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer HMO (HMO)","Health Alliance Medical Plans",10/1/1997 0:00:00
"H1463","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer HMO Rx (HMO)","Health Alliance Medical Plans",10/1/1997 0:00:00
"H1468","007","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA BENEFIT PLAN OF ILLINOIS, INC","Humana Benefit Plan of Illinois, Inc.","Humana Gold Plus H1468-007 (HMO)","Humana Inc.",2/1/1999 0:00:00
"H1500","001",,,"Yes","No","No",,,"LIFE St. Joseph of the Pines (PACE)",,
"H1500","002",,,"Yes","No","No",,,"LIFE St. Joseph of the Pines (PACE)",,
"H1509","001","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","004","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","Evercare Plan DP (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","005","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","Evercare Plan MP (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","006","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","Evercare Plan IP (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","007","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","009","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","801","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","803","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","804","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","806","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","807","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1509","808","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","SecureHorizons by UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",7/1/2005 0:00:00
"H1510","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-001 (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1510","004","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-004 (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1510","005","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-005 (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1510","805","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1510","806","Local CCP","Local PPO","No","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1510","807","Local CCP","Local PPO","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Employer Sponsored Non-CY (PPO)","Humana Inc.",7/1/2005 0:00:00
"H1517","001","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Standard (PPO)","Wellpoint, Inc.",1/1/2008 0:00:00
"H1517","003","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Select (PPO)","Wellpoint, Inc.",1/1/2008 0:00:00
"H1517","801","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",1/1/2008 0:00:00
"H1517","802","Local CCP","Local PPO","No","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",1/1/2008 0:00:00
"H1517","803","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",1/1/2008 0:00:00
"H1518","001","National PACE","National PACE","Yes","No","No","CATHOLIC HEALTH SYSTEM BUFFALO PACE","Catholic Health LIFE","CHS Buffalo - Dual (PACE)","CATHOLIC HEALTH SYSTEM BUFFALO",9/1/2009 0:00:00
"H1518","002","National PACE","National PACE","Yes","No","No","CATHOLIC HEALTH SYSTEM BUFFALO PACE","Catholic Health LIFE","CHS Buffalo - Medicare only (PACE)","CATHOLIC HEALTH SYSTEM BUFFALO",9/1/2009 0:00:00
"H1553","001","1876 Cost","1876 Cost","No","No","No","CLARIAN HEALTH PLANS, INC.","Clarian Health Plans, Inc. - Senior Smart Choice","Senior Smart Choice Low Option (Cost)","Clarian Health Partners, Inc.",1/1/1993 0:00:00
"H1553","002","1876 Cost","1876 Cost","No","No","No","CLARIAN HEALTH PLANS, INC.","Clarian Health Plans, Inc. - Senior Smart Choice","Senior Smart Choice High Option (Cost)","Clarian Health Partners, Inc.",1/1/1993 0:00:00
"H1553","005","1876 Cost","1876 Cost","No","No","No","CLARIAN HEALTH PLANS, INC.","Clarian Health Plans, Inc. - Senior Smart Choice","Senior Smart Choice Basic Option (Cost)","Clarian Health Partners, Inc.",1/1/1993 0:00:00
"H1558","003","1876 Cost","1876 Cost","No","No","No","WELBORN HEALTH PLAN","Welborn Health Plans","Medicare  Basic Plan (Cost)","Neighborhood Health Providers, Inc.",11/1/1997 0:00:00
"H1558","004","1876 Cost","1876 Cost","No","No","No","WELBORN HEALTH PLAN","Welborn Health Plans","Medicare Plus Plan (Cost)","Neighborhood Health Providers, Inc.",11/1/1997 0:00:00
"H1595","001","Local CCP","Local PPO","Yes","No","No","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus - AdvantagePPO Basic (PPO)","HealthPlus of Michigan",1/1/2010 0:00:00
"H1595","002","Local CCP","Local PPO","Yes","No","No","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus -  AdvantagePPO Enhanced (PPO)","HealthPlus of Michigan",1/1/2010 0:00:00
"H1595","801","Local CCP","Local PPO","No","No","Yes","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus - AdvantagePPO EG MA-Only (PPO)","HealthPlus of Michigan",1/1/2010 0:00:00
"H1595","802","Local CCP","Local PPO","Yes","No","Yes","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus - AdvantagePPO EG MA-PD (PPO)","HealthPlus of Michigan",1/1/2010 0:00:00
"H1607","001","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Standard (PPO)","Wellpoint, Inc.",8/1/2005 0:00:00
"H1607","004","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Select (PPO)","Wellpoint, Inc.",8/1/2005 0:00:00
"H1607","804","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",8/1/2005 0:00:00
"H1607","805","Local CCP","Local PPO","No","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",8/1/2005 0:00:00
"H1607","806","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Wellpoint, Inc.",8/1/2005 0:00:00
"H1608","001","Local CCP","Local PPO","Yes","No","No","COVENTRY HEALTH AND LIFE INS COMPANY","Coventry Health Care","Advantra Platinum PPO (PPO)","Coventry Health Care Inc.",7/1/2005 0:00:00
