"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H1304","002","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Classic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","004","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Enhanced (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","008","Local CCP","Local PPO","No","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage Basic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","009","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Classic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","010","Local CCP","Local PPO","Yes","No","No","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx Enhanced (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","803","Local CCP","Local PPO","No","No","Yes","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1304","804","Local CCP","Local PPO","Yes","No","Yes","REGENCE BLUE SHIELD OF IDAHO","Regence BlueShield Of Idaho","Regence MedAdvantage + Rx (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H1310","001","National PACE","National PACE","Yes","No","No","COMPREHENSIVE SENIOR CARE CORPORATION","CentraCare","CentraCare Dual (PACE)","Comprehensive Senior Care Corporation",04/01/2009 0:00:00
"H1310","003","National PACE","National PACE","Yes","No","No","COMPREHENSIVE SENIOR CARE CORPORATION","CentraCare","CentraCare Medicare-only (PACE)","Comprehensive Senior Care Corporation",04/01/2009 0:00:00
"H1350","001","Local CCP","HMO/HMOPOS","Yes","No","No","BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho","True Blue Rx Option I (HMO)","Blue Cross of Idaho Health Services, Inc.",09/01/1997 0:00:00
"H1350","006","Local CCP","HMO/HMOPOS","No","No","No","BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho","True Blue (HMO)","Blue Cross of Idaho Health Services, Inc.",09/01/1997 0:00:00
"H1350","009","Local CCP","HMO/HMOPOS","Yes","Yes","No","BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho","True Blue Special Needs Plan (HMO SNP)","Blue Cross of Idaho Health Services, Inc.",09/01/1997 0:00:00
"H1350","010","Local CCP","HMO/HMOPOS","Yes","No","No","BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho","True Blue Rx Option II (HMO)","Blue Cross of Idaho Health Services, Inc.",09/01/1997 0:00:00
"H1350","012","Local CCP","HMO/HMOPOS","Yes","No","No","BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho","True Blue Connected Care (HMO-POS)","Blue Cross of Idaho Health Services, Inc.",09/01/1997 0:00:00
"H1357","001","National PACE","National PACE","Yes","No","No","CAROLINA SENIORCARE","Carolina SeniorCare","Carolina SeniorCare (PACE)","United Church Homes and Services",10/01/2012 0:00:00
"H1357","002","National PACE","National PACE","Yes","No","No","CAROLINA SENIORCARE","Carolina SeniorCare","Carolina SeniorCare (PACE)","United Church Homes and Services",10/01/2012 0:00:00
"H1365","001","Local CCP","Local PPO","Yes","No","No","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select (PPO)","Martin's Point Health Care, Inc.",01/01/2010 0:00:00
"H1365","002","Local CCP","Local PPO","Yes","No","No","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select (PPO)","Martin's Point Health Care, Inc.",01/01/2010 0:00:00
"H1365","003","Local CCP","Local PPO","Yes","No","No","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select (PPO)","Martin's Point Health Care, Inc.",01/01/2010 0:00:00
"H1365","802","Local CCP","Local PPO","Yes","No","Yes","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select Group (PPO)","Martin's Point Health Care, Inc.",01/01/2010 0:00:00
"H1365","803","Local CCP","Local PPO","Yes","No","Yes","MARTIN'S POINT GENERATIONS, LLC","Martin's Point Generations Advantage","Martin's Point Generations Advantage Select Group (PPO)","Martin's Point Health Care, Inc.",01/01/2010 0:00:00
"H1367","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","AMERIHEALTH OF LOUISIANA, INC.","AmeriHealth Caritas VIP Plans","AmeriHealth VIP Care (HMO SNP)","Independence Blue Cross",01/01/2014 0:00:00
"H1367","002","Local CCP","HMO/HMOPOS","Yes","No","No","AMERIHEALTH OF LOUISIANA, INC.","AmeriHealth Caritas VIP Plans","AmeriHealth VIP Select (HMO)","Independence Blue Cross",01/01/2014 0:00:00
"H1406","013","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-013 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","022","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-022 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","026","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-026 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","027","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-027 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","028","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-028 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","029","Local CCP","HMO/HMOPOS","Yes","Yes","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus SNP-DB H1406-029 (HMO SNP)","Humana Inc.",07/01/1985 0:00:00
"H1406","030","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H1406-030 (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","031","Local CCP","HMO/HMOPOS","Yes","Yes","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus SNP-DE H1406-031 (HMO SNP)","Humana Inc.",07/01/1985 0:00:00
"H1406","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","802","Local CCP","HMO/HMOPOS","No","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1406","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Medicare Employer Non-CY (HMO)","Humana Inc.",07/01/1985 0:00:00
"H1415","005","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTHSPRING OF TENNESSEE, INC.","Cigna-HealthSpring","Cigna-HealthSpring TotalCare (HMO SNP)","CIGNA",01/01/2005 0:00:00
"H1415","013","Local CCP","HMO/HMOPOS","No","No","No","HEALTHSPRING OF TENNESSEE, INC.","Cigna-HealthSpring","Cigna-HealthSpring Advantage (HMO)","CIGNA",01/01/2005 0:00:00
"H1415","021","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","Cigna-HealthSpring","Cigna-HealthSpring Premier (HMO-POS)","CIGNA",01/01/2005 0:00:00
"H1415","024","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF TENNESSEE, INC.","Cigna-HealthSpring","Cigna-HealthSpring Primary (HMO)","CIGNA",01/01/2005 0:00:00
"H1416","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Access (HMO SNP)","WellCare Health Plans, Inc.",05/01/2005 0:00:00
"H1416","009","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Value (HMO-POS)","WellCare Health Plans, Inc.",05/01/2005 0:00:00
"H1416","019","Local CCP","HMO/HMOPOS","Yes","No","No","HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare","WellCare Rx (HMO)","WellCare Health Plans, Inc.",05/01/2005 0:00:00
"H1417","001","Local CCP","Local PPO","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO10 (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","002","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO10 Rx (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","003","Local CCP","Local PPO","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO30 (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","004","Local CCP","Local PPO","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare PPO30 Rx (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","801","Local CCP","Local PPO","No","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer PPO (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","802","Local CCP","Local PPO","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer PPO Rx (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1417","810","Local CCP","Local PPO","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer PPO Rx (PPO) - non calendar year (PPO)","Health Alliance Medical Plans",05/01/2005 0:00:00
"H1418","002","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-002 (PPO)","Humana Inc.",08/01/2005 0:00:00
"H1418","007","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-007 (PPO)","Humana Inc.",08/01/2005 0:00:00
"H1418","008","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1418-008 (PPO)","Humana Inc.",08/01/2005 0:00:00
"H1419","001","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH,  INC. (PA)","Aetna Medicare","Aetna Medicare Value Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H1419","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH,  INC. (PA)","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H1419","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH,  INC. (PA)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H1444","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","TOTAL HEALTH CARE, INC.","Total Medicare Plus","Total Medicare Plus (HMO SNP)","Total Health Care, Inc.",01/01/2013 0:00:00
"H1463","001","Local CCP","HMO/HMOPOS","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO20 (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","003","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO20 Rx (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","008","Local CCP","HMO/HMOPOS","No","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO Basic (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","009","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Health Alliance Medicare HMO Basic Rx (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","801","Local CCP","HMO/HMOPOS","No","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer HMO (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer HMO Rx (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1463","810","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medical Plans","Medicare Employer HMO Rx (HMO) - non calendar year (HMO)","Health Alliance Medical Plans",10/01/1997 0:00:00
"H1468","007","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.","Humana Gold Plus H1468-007 (HMO)","Humana Inc.",02/01/1999 0:00:00
"H1468","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",02/01/1999 0:00:00
"H1468","803","Local CCP","HMO/HMOPOS","No","No","Yes","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",02/01/1999 0:00:00
"H1468","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.","Humana Medicare Employer Non-CY (HMO)","Humana Inc.",02/01/1999 0:00:00
"H1500","001","National PACE","National PACE","Yes","No","No","LIFE ST. JOSEPH OF THE PINES, INC.","LIFE St. Joseph of the Pines","LIFE St. Joseph of the Pines (PACE)","St Joseph of the Pines, Inc.",04/01/2011 0:00:00
"H1500","002","National PACE","National PACE","Yes","No","No","LIFE ST. JOSEPH OF THE PINES, INC.","LIFE St. Joseph of the Pines","LIFE St. Joseph of the Pines (PACE)","St Joseph of the Pines, Inc.",04/01/2011 0:00:00
"H1509","001","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","007","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","009","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","010","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice Plan 2 (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","801","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","803","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","804","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","806","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","807","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","808","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","809","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","810","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","811","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","812","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","813","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","814","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","815","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","816","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","817","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1509","819","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H1510","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-001 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H1510","004","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-004 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H1510","005","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-005 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H1510","008","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H1510-008 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H1517","004","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Core (PPO)","WellPoint, Inc.",01/01/2008 0:00:00
"H1517","005","Local CCP","Local PPO","Yes","No","No","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Core (PPO)","WellPoint, Inc.",01/01/2008 0:00:00
"H1517","801","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2008 0:00:00
"H1517","802","Local CCP","Local PPO","No","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2008 0:00:00
"H1517","803","Local CCP","Local PPO","Yes","No","Yes","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","WellPoint, Inc.",01/01/2008 0:00:00
"H1518","001","National PACE","National PACE","Yes","No","No","CATHOLIC HEALTH SYSTEM BUFFALO PACE","Catholic Health LIFE","CHS Buffalo - Dual (PACE)","Catholic Health System, Inc.",09/01/2009 0:00:00
"H1518","002","National PACE","National PACE","Yes","No","No","CATHOLIC HEALTH SYSTEM BUFFALO PACE","Catholic Health LIFE","CHS Buffalo - Medicare only (PACE)","Catholic Health System, Inc.",09/01/2009 0:00:00
"H1523","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealthcare Connected FIDA Plan","UnitedHealthcare Connected (Medicare-Medicaid Plan)","UnitedHealth Group, Inc.",
"H1533","001","National PACE","National PACE","Yes","No","No","STAYWELL SENIOR CARE, INC.","StayWell Senior Care","StayWell Senior Care - Dual Eligible (PACE)","Randolph Hospital, Inc.",
"H1533","002","National PACE","National PACE","Yes","No","No","STAYWELL SENIOR CARE, INC.","StayWell Senior Care","StayWell Senior Care - Medicare Only (PACE)","Randolph Hospital, Inc.",
"H1537","001","Local CCP","Local PPO","Yes","No","No","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","801","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","802","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","803","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","804","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","805","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","806","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","807","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","808","Local CCP","Local PPO","No","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","809","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","816","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","817","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","818","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","819","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","820","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1537","821","Local CCP","Local PPO","Yes","No","Yes","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00
"H1595","002","Local CCP","Local PPO","Yes","No","No","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus AdvantagePPO Enhanced (PPO)","HealthPlus of Michigan",01/01/2010 0:00:00
"H1595","003","Local CCP","Local PPO","Yes","No","No","HEALTHPLUS INSURANCE COMPANY","HealthPlus","HealthPlus MedicarePlus AdvantagePPO Basic (PPO)","HealthPlus of Michigan",01/01/2010 0:00:00
"H1595","801","Local CCP","Local PPO","No","No","Yes","HEALTHPLUS INSURANCE COMPANY","HealthPlus","Emp-only - HealthPlus MA-Only (PPO)","HealthPlus of Michigan",01/01/2010 0:00:00
"H1595","802","Local CCP","Local PPO","Yes","No","Yes","HEALTHPLUS INSURANCE COMPANY","HealthPlus","Emp-only - HealthPlus MA-PD calendar yr. (PPO)","HealthPlus of Michigan",01/01/2010 0:00:00
"H1595","804","Local CCP","Local PPO","Yes","No","Yes","HEALTHPLUS INSURANCE COMPANY","HealthPlus","Emp-only - HealthPlus MA-PD non-calendar yr. (PPO)","HealthPlus of Michigan",01/01/2010 0:00:00
